Index,Word,Meaning
595,extensively,yaygın olarak
596,essence,"özünde,öz"
597,consumption,tüketim
598,propagation,yayılma
599,underlying,"altında yatan,altındaki"
600,retirement,emeklilik
601,outline,"taslak,ana hatlar,çerceve"
602,agile,"çevik,kıvrak,becerikli"
603,concise,"özlü,kısa"
604,intersection,"kavşak,kesişim"
605,credentials,"kimlik,kimlik bilgileri,referans"
606,dashboard,"gösterge tablosu,gösterge paneli"
607,preference,tercih
608,dual,"ikili,çifte"
609,Convenience,"kolaylık,uygunluk"
610,firmware,"aygıt yazılımı,ürün yazılımı"
611,Legacy,miras
612,manufacturer,"imalatcı,üretici"
613,variety,"çeşit,tür"
614,significantly,"önemli,önemli ölçüde,anlamlı bir şekilde"
615,toggle,"bir şeyi değiştirmek için düğme,değiştir,tıkla"
616,registry,"kayıt olmak,sicil"
617,neural,nöral
618,collapse,"çökmek,yığılmak,yıkılmak"
619,cheat,"hile,kopya cekmek,aldatmak"
621,expansion,"genişleme,genişletme"
622,demand,"talep,talep etmek"
623,intense,"yoğun,aşırı"
624,stakeholders,"hissedarlar,paydaşlar"
625,Unified,"birleştirilimiş,birleşmiş"
626,retention,"muhafaza,akılda tutma"
627,reinforce,"pekiştirmek,takviye yapmak"
628,auxiliary,"yardımcı,yedek"
629,deepfake,"yapay zeka kullanarak üretilen, birini taklit edildiği video"
630,diffusion,"yayılma,dağıtım"
631,apparently,"görünüşe bakılırsa,belli ki,görünüşte"
632,complaint,"şikayet,rahatsızlık"
633,impeccable,"hatasız,kusursuz"
634,flashcard,bilgi kartı
635,clip,kırpmak
636,dissatisfied,"tatminsiz,memnuniyetsiz,hoşnutsuz"
637,alike,birbirine benzeyen
638,tacky,"yapış yapış,derme çatma,yırtık pırtık"
639,estimate,"tahmin etmek,tahmin"
640,anticipate,"beklemek,ummak,sezmek,tahmin etmek"
641,conveniently,"rahatlıkla,kolay erişilebilir bir yerde"
642,rug,"kilim,halı"
643,fulfill,"yerine getirmek,gidermek,karşılamak"
644,latitude,"enlem,genişlik"
645,cozy,"sıcacık,samimi,rahat"
646,yield,"getiri,verim,kazanç sağlamak"
647,desperate,"çaresiz,umutsuz,ümitsiz"
648,pipe dream,boş hayal
649,blueprint,"proje,plan,şablon,yol haritası"
650,Retention,"muhafaza,akılda tutma"
651,serene,"sakin,berrak,huzurlu"
652,intricate,karmaşık
653,persistent,"ısrarlı,ısrarcı,inatcı"
654,Spontaneous,"kendiliğinden olan,doğal,spontane"
655,impulsive,"düşüncesiz,dürtüsel,fevri"
656,Resilient,"dirençli,dayanıklı,sağlam"
657,harsh,"haşin,sert,acımasız,ağır,şiddetli"
658,Obsolete,"eski,modası geçmiş"
659,Frugal,"tutumlu,idareli"
660,Benevolent,"iyiliksever,hayırsever,yardımsever"
661,Diligent,"gayretli,çalışkan"
662,differ,"farklı olmak,değişiklik göstermek"
663,Interconnection,ara bağlantı
664,drawback,"eksiklik,dezavantaj"
665,leverage,"avantaj,güçlendirmek"
666,spot-on,"nokta atışı,tam,kesin"
667,robust,"güçlü,sağlam,dayanıklı"
668,insulation,yalıtım
669,latency,"gecikme,gecikme süresi"
670,concise,"özlü,kısa"
671,alter,"değişiklik yapmak,değiştirmek"
672,privileges,ayrıcalıklar
673,grant,"hibe,bağış"
647,revoke,"geri almak,iptal etmek"
648,designate,"belirlemek,tanımlamak"
649,specialization,uzmanlık
650,enthusiasm,"heves,coşku,heyecan,şevk"
651,consumption,tüketim
652,subnet,alt ağ
653,subnetting,alt ağlara bölme
654,router,yönlendirici
655,genuinely,gerçekten
656,cardigan,hırka
657,sample,"örnek,numune,göstermelik"
658,repetition,"tekrar,tekrarlama"
659,hassle,"güçlük,zorluk,münakasa"
660,attain,"elde etmek,erişmek,kavusmak"
661,flaw,"kusur,hata,eksiklik"
662,retrieve,"geri almak,kurtarmak,geri getirmek"
663,relative,"akraba,yakın,görece"
664,convenient,"müsait,uygun,elverişli"
665,burden,"yük,sorumluluk"
666,origin,"köken,asıl,kaynak"
668,acquired,"elde edilmiş,kazanılmış"
669,overlap,"örtüşmek,örtüşme,çakışma"
671,convoluted,"bükümlü,dolambaçlı,karmakarışık"
672,neat,"düzenli,düzgün"
673,constant,"sabit,değişmez,daimi"
674,premature,"zamanından önce doğmuş,erken"
675,flawless,"kusursuz,mükemmel"
676,nuance,"ince fark,ayrıntı"
677,subtle,"kurnaz,ince,hoş,hafif"
678,idiomatic,deyimsel
679,resolutıon,"kararlılık,azim"
680,draft,"tasarı,taslak"
681,overstated,"abartılmış,üzerine fazla durulmuş"
682,concentration,"toplama,yoğunlaşma,konsantrasyon"
683,assessment,değerlendirme
684,gauge,ölçü
685,arise,"doğmak,yükselmek"
686,minor,"reşit olmayan kişi,ufak,küçük"
687,refinement,"rafine etmek,incelik,arıtma"
688,infer,sonuç çıkarmak
689,recall,"hatırlamak,anımsamak"
690,align,"aynı hizaya getirmek,hizalamak"
691,hesitate,"duraksamak,tereddüt etmek"
692,vibrant,"enerjik,canlı,hareketli"
693,tabular,tablo şeklinde
694,delimiter,sınırlayıcı
695,plain-text,"açık metin,düz metin,normal metin"
696,faff,"boşa vakit harcamak,boş iş,saçma ve vakit kaybettiren şey"
697,cheat sheets,kopya kağıtları
698,glimpse,"kısa bakış,göz atma"
699,boilerplate,"standart metin,basmakalıp"
700,giant,"dev,kocaman,çok büyük"
701,sovereign,"hükümdar,egemen"
702,render,"hale getirmek,kılmak"
703,intuitive,sezgisel
704,typo,yazım hatası
705,clipboard,"not panosu,pano"
706,quote,alıntı yapmak
707,compressed,sıkıştırılmış
708,distinguish,"ayırt etmek,seçmek"
709,void,"geçersiz,hükümsüz"
710,Cinnamon,tarçın
711,yeast,maya
712,yolk,yumurta sarısı
713,knead,yoğurmak
714,cumbersome,"hantal,ağır"
715,margin,"marj,kenar boşluğu"
716,padding,"dolgu malzemesi,abartma,dolgu"
717,hover,"üstünde uçmak,havada durmak,bekleyip durmak"
718,descendant,"torun,soyundan gelen"
719,ancestor,"ata,ilk örnek"
720,renovation,"yenileme,tadilat"
721,retention,"muhafaza,akılda tutma"
722,neat,"düzgün,zarif,temiz"
724,allocated,"tahsis edilmiş,ayrılmış"
725,niche,"mevki,uygun yer"
726,outermost,"en dışdaki,en uzak"
727,cheat,"hile,kopya cekmek,aldatmak"
728,overnight,"bir gecelik,gece olan"
729,span,"süre,uzunluk"
730,footer,"Altbaşlık,altbilgi,sayfa altlıgı"
731,Spam,"istenmeyen mesaj gönderme,istenmeyen e posta"
732,fraction,Kesir
733,ratio,oran
734,gist,"ana fikir,öz"
735,proportionally,orantılı olarak
736,procrastination,erteleme
737,snack,"aparetif,ara öğün"
738,convey,"iletmek,götürmek"
739,carpet,"halı,örtü,kaplamak"
740,precedence,"öncelik,üstünlük"
741,concern,"endişe,kaygı"
742,declaration,"beyanname,beyan,ifade"
743,saturation,"doygunluk,renk yoğunlugu"
744,hue,renk tonu
745,Estimated,"tahmin edilmiş,tahmini"
746,assess,"değerlendirmek,değer biçmek"
747,gauge,"ölçü,ölçmek"
748,aspirations,"arzu,istek,heves"
749,awareness,"farkındalık,farkında olma"
750,seek,"aramak,istemek,peşinde koşmak"
751,vast,"çok,muazzam,geniş"
752,premise,"öncül,önerme,ön kabul"
